,id,category,labels,link,text
130,679a97e7e0d6d6d267a04396,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/67566,"OperationalError: QueryCanceled('canceling statement due to user request\n')
Sentry Issue: [SENTRY-2E4K](https://sentry.sentry.io/issues/4882925313/?referrer=github_integration)

```
QueryCanceled: canceling statement due to user request

  File ""sentry/db/postgres/decorators.py"", line 91, in inner
    return func(self, sql, *args, **kwargs)
  File ""sentry/db/postgres/base.py"", line 84, in execute
    return self.cursor.execute(sql, clean_bad_params(params))

QueryCanceled: QueryCanceled('canceling statement due to user request\n')
SQL: SELECT ""sentry_groupedmessage"".""id"" FROM ""sentry_groupedmessage"" WHERE (""sentry_groupedmessage"".""first_seen"" >= %s AND ""sentry_groupedmessage"".""last_seen"" >= %s AND ""sentry_groupedmessage"".""project_id"" IN (%s, %s, %s, %s, %s, %s, %s, %s, %s, %s, %s) AND ""sentry_groupedmessage"".""status"" = %s) ORDER BY ""sentry_groupedmessage"".""times_seen"" DESC
(2 additional frame(s) were not displayed)
...
  File ""sentry/db/postgres/decorators.py"", line 75, in inner
    return func(self, *args, **kwargs)
  File ""sentry/db/postgres/decorators.py"", line 18, in inner
    return func(self, *args, **kwargs)
  File ""sentry/db/postgres/decorators.py"", line 93, in inner
    raise type(e)(f""{e!r}\nSQL: {sql}"").with_traceback(e.__traceback__)
  File ""sentry/db/postgres/decorators.py"", line 91, in inner
    return func(self, sql, *args, **kwargs)
  File ""sentry/db/postgres/base.py"", line 84, in execute
    return self.cursor.execute(sql, clean_bad_params(params))

OperationalError: QueryCanceled('canceling statement due to user request\n')
SQL: SELECT ""sentry_groupedmessage"".""id"" FROM ""sentry_groupedmessage"" WHERE (""sentry_groupedmessage"".""first_seen"" >= %s AND ""sentry_groupedmessage"".""last_seen"" >= %s AND ""sentry_groupedmessage"".""project_id"" IN (%s, %s, %s, %s, %s, %s, %s, %s, %s, %s, %s) AND ""sentry_groupedmessage"".""status"" = %s) ORDER BY ""sentry_groupedmessage"".""times_seen"" DESC
(16 additional frame(s) were not displayed)
...
  File ""sentry/silo/base.py"", line 146, in override
    return original_method(*args, **kwargs)
  File ""sentry/tasks/base.py"", line 117, in _wrapped
    result = func(*args, **kwargs)
  File ""sentry/tasks/integrations/github/open_pr_comment.py"", line 536, in open_pr_comment_workflow
    top_issues = get_top_5_issues_by_count_for_file(
  File ""sentry/tasks/integrations/github/open_pr_comment.py"", line 302, in get_top_5_issues_by_count_for_file
    group_ids = list(
```
Issue created from Copilot"
131,679a9886e0d6d6d267a04506,issue,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/getsentry/sentry/issues/67893,"ValidationError: The MRI c:custom/http.client.open_connections@{connection} is not valid
Sentry Issue: [SENTRY-33X1](https://sentry.sentry.io/issues/5109717269/?referrer=github_integration)

```
ValidationError: The MRI c:custom/http.client.open_connections@{connection} is not valid
  File ""sentry/sentry_metrics/consumers/indexer/batch.py"", line 146, in _extract_messages
    parsed_payload = self._extract_message(msg)
  File ""sentry/sentry_metrics/consumers/indexer/batch.py"", line 180, in _extract_message
    parsed_payload[""use_case_id""] = use_case_id = extract_use_case_id(parsed_payload[""name""])
  File ""sentry/snuba/metrics/naming_layer/mri.py"", line 376, in extract_use_case_id
    raise ValidationError(f""The MRI {mri} is not valid"")

The MRI c:custom/http.client.open_connections@{connection} is not valid
```
Issue created from Copilot"
132,679a9886e0d6d6d267a04522,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/67929,"ReadTimeout: SafeHTTPSConnectionPool(host='api.linear.app', port=443): Read timed out. (read timeout=1.0)
Sentry Issue: [SENTRY-2BBS](https://sentry.sentry.io/issues/4741829780/?referrer=github_integration)

```
TimeoutError: The read operation timed out
(3 additional frame(s) were not displayed)
...
  File ""http/client.py"", line 318, in begin
    version, status, reason = self._read_status()
  File ""http/client.py"", line 279, in _read_status
    line = str(self.fp.readline(_MAXLINE + 1), ""iso-8859-1"")
  File ""socket.py"", line 706, in readinto
    return self._sock.recv_into(b)
  File ""ssl.py"", line 1311, in recv_into
    return self.read(nbytes, buffer)
  File ""ssl.py"", line 1167, in read
    return self._sslobj.read(len, buffer)

ReadTimeoutError: SafeHTTPSConnectionPool(host='api.linear.app', port=443): Read timed out. (read timeout=1.0)
(2 additional frame(s) were not displayed)
...
  File ""urllib3/util/retry.py"", line 470, in increment
    raise reraise(type(error), error, _stacktrace)
  File ""urllib3/util/util.py"", line 39, in reraise
    raise value
  File ""urllib3/connectionpool.py"", line 791, in urlopen
    response = self._make_request(
  File ""urllib3/connectionpool.py"", line 539, in _make_request
    self._raise_timeout(err=e, url=url, timeout_value=read_timeout)
  File ""urllib3/connectionpool.py"", line 371, in _raise_timeout
    raise ReadTimeoutError(

ReadTimeout: SafeHTTPSConnectionPool(host='api.linear.app', port=443): Read timed out. (read timeout=1.0)
(4 additional frame(s) were not displayed)
...
  File ""sentry/tasks/sentry_apps.py"", line 146, in send_alert_event
    send_and_save_webhook_request(sentry_app, request_data)
  File ""sentry/utils/sentry_apps/webhooks.py"", line 34, in wrapper
    return func(sentry_app, app_platform_event, url)
  File ""sentry/utils/sentry_apps/webhooks.py"", line 126, in send_and_save_webhook_request
    response = safe_urlopen(
  File ""sentry/http.py"", line 106, in safe_urlopen
    response = session.request(
  File ""sentry/net/http.py"", line 194, in request
    response = _Session.request(self, *args, **kwargs)
```
Issue created from Copilot"
133,679a9886e0d6d6d267a04526,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/67931,"ValueError: invalid stack trace rule config: 'type'
Sentry Issue: [SENTRY-2Z9M](https://sentry.sentry.io/issues/5060238499/?referrer=github_integration)

```
KeyError: 'type'
(3 additional frame(s) were not displayed)
...
  File ""sentry/grouping/enhancer/rules.py"", line 91, in _from_config_structure
    [Match._from_config_structure(x, version) for x in tuple[0]],
  File ""sentry/grouping/enhancer/rules.py"", line 91, in <listcomp>
    [Match._from_config_structure(x, version) for x in tuple[0]],
  File ""sentry/grouping/enhancer/matchers.py"", line 114, in _from_config_structure
    return FrameMatch.from_key(key, arg, negated)
  File ""sentry/grouping/enhancer/matchers.py"", line 131, in from_key
    instance = cls.instances[instance_key] = cls._from_key(key, pattern, negated)
  File ""sentry/grouping/enhancer/matchers.py"", line 149, in _from_key
    }[MATCHERS[key]]

ValueError: invalid stack trace rule config: 'type'
(13 additional frame(s) were not displayed)
...
  File ""sentry/eventstore/models.py"", line 378, in get_sorted_grouping_variants
    variants = self.get_grouping_variants(force_config)
  File ""sentry/eventstore/models.py"", line 455, in get_grouping_variants
    loaded_grouping_config = load_grouping_config(grouping_config)
  File ""sentry/grouping/api.py"", line 221, in load_grouping_config
    return CONFIGURATIONS[config_id](**config_dict)
  File ""sentry/grouping/strategies/base.py"", line 290, in __init__
    enhancements_instance = Enhancements.loads(enhancements)
  File ""sentry/grouping/enhancer/__init__.py"", line 227, in loads
    raise ValueError(""invalid stack trace rule config: %s"" % e)
```
Issue created from Copilot"
134,679a9886e0d6d6d267a04569,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/67988,"RateLimitExceeded: Query on could not be run due to allocation policies, details: {'ReferrerGuardRailPolicy': {'can_...
Sentry Issue: [SENTRY-335T](https://sentry.sentry.io/issues/5100049634/?referrer=github_integration)

```
RateLimitExceeded: Query on could not be run due to allocation policies, details: {'ReferrerGuardRailPolicy': {'can_run': False, 'max_threads': 10, 'explanation': {'reason': 'concurrent policy 18 exceeds limit of 10', 'policy': 'referrer_guard_rail_policy', 'referrer': 'tsdb-modelid:300.alert_event_uniq_user_frequency', 'storage_key': 'StorageKey.ERRORS'}}}
(13 additional frame(s) were not displayed)
...
  File ""sentry/tsdb/snuba.py"", line 455, in __get_data_snql
    query_result = raw_snql_query(snql_request, referrer, use_cache=use_cache)
  File ""sentry/utils/snuba.py"", line 852, in raw_snql_query
    return bulk_snuba_queries([request], referrer, use_cache)[0]
  File ""sentry/utils/snuba.py"", line 887, in bulk_snuba_queries
    return _apply_cache_and_build_results(params, referrer=referrer, use_cache=use_cache)
  File ""sentry/utils/snuba.py"", line 950, in _apply_cache_and_build_results
    query_results = _bulk_snuba_query([item[1] for item in to_query], headers)
  File ""sentry/utils/snuba.py"", line 1030, in _bulk_snuba_query
    raise RateLimitExceeded(error[""message""])

passes.process_error
```
Issue created from Copilot"
135,679a9886e0d6d6d267a0456a,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/67989,"ValidationError: The MRI c:custom/http.client.open_connections@{connection} is not valid
Sentry Issue: [SENTRY-33X1](https://sentry.sentry.io/issues/5109717269/?referrer=github_integration)

```
ValidationError: The MRI c:custom/http.client.open_connections@{connection} is not valid
  File ""sentry/sentry_metrics/consumers/indexer/batch.py"", line 146, in _extract_messages
    parsed_payload = self._extract_message(msg)
  File ""sentry/sentry_metrics/consumers/indexer/batch.py"", line 180, in _extract_message
    parsed_payload[""use_case_id""] = use_case_id = extract_use_case_id(parsed_payload[""name""])
  File ""sentry/snuba/metrics/naming_layer/mri.py"", line 376, in extract_use_case_id
    raise ValidationError(f""The MRI {mri} is not valid"")

The MRI c:custom/http.client.open_connections@{connection} is not valid
```
Issue created from Copilot"
136,679a9886e0d6d6d267a0456b,issue,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/getsentry/sentry/issues/67990,"ApiRetryError: SafeHTTPConnectionPool(host='sentry-rpc-prod-control.us.sentry.internal', port=8999): Max retries...
Sentry Issue: [SENTRY-2Q8S](https://sentry.sentry.io/issues/5001473500/?referrer=github_integration)

```
ResponseError: too many 503 error responses
MaxRetryError: SafeHTTPConnectionPool(host='sentry-rpc-prod-control.us.sentry.internal', port=8999): Max retries exceeded with url: /api/0/internal/integration-proxy/ (Caused by ResponseError('too many 503 error responses'))
(3 additional frame(s) were not displayed)
...
  File ""urllib3/connectionpool.py"", line 946, in urlopen
    return self.urlopen(
  File ""urllib3/connectionpool.py"", line 946, in urlopen
    return self.urlopen(
  File ""urllib3/connectionpool.py"", line 946, in urlopen
    return self.urlopen(
  File ""urllib3/connectionpool.py"", line 936, in urlopen
    retries = retries.increment(method, url, response=response, _pool=self)
  File ""urllib3/util/retry.py"", line 515, in increment
    raise MaxRetryError(_pool, url, reason) from reason  # type: ignore[arg-type]

RetryError: SafeHTTPConnectionPool(host='sentry-rpc-prod-control.us.sentry.internal', port=8999): Max retries exceeded with url: /api/0/internal/integration-proxy/ (Caused by ResponseError('too many 503 error responses'))
  File ""sentry/shared_integrations/client/base.py"", line 246, in _request
    resp: Response = session.send(

ApiRetryError: SafeHTTPConnectionPool(host='sentry-rpc-prod-control.us.sentry.internal', port=8999): Max retries exceeded with url: /api/0/internal/integration-proxy/ (Caused by ResponseError('too many 503 error responses'))
(7 additional frame(s) were not displayed)
...
  File ""sentry/integrations/gitlab/blame.py"", line 99, in _fetch_file_blame
    response = client.get(
  File ""sentry/shared_integrations/client/base.py"", line 349, in get
    return self.request(""GET"", *args, **kwargs)
  File ""sentry/integrations/gitlab/client.py"", line 122, in request
    return super().request(*args, **kwargs)
  File ""sentry/shared_integrations/client/base.py"", line 315, in request
    return self._request(*args, **kwargs)
  File ""sentry/shared_integrations/client/base.py"", line 268, in _request
    raise ApiRetryError.from_exception(e) from e

process_commit_context_all_frames.get_commit_context_all_frames.api_error
```
Issue created from Copilot"
137,679a9886e0d6d6d267a04583,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/67994,"ReadTimeout: SafeHTTPSConnectionPool(host='app.launchdarkly.com', port=443): Read timed out. (read timeout=1.0)
Sentry Issue: [SENTRY-2BBR](https://sentry.sentry.io/issues/4741828952/?referrer=github_integration)

```
TimeoutError: The read operation timed out
(3 additional frame(s) were not displayed)
...
  File ""http/client.py"", line 318, in begin
    version, status, reason = self._read_status()
  File ""http/client.py"", line 279, in _read_status
    line = str(self.fp.readline(_MAXLINE + 1), ""iso-8859-1"")
  File ""socket.py"", line 706, in readinto
    return self._sock.recv_into(b)
  File ""ssl.py"", line 1311, in recv_into
    return self.read(nbytes, buffer)
  File ""ssl.py"", line 1167, in read
    return self._sslobj.read(len, buffer)

ReadTimeoutError: SafeHTTPSConnectionPool(host='app.launchdarkly.com', port=443): Read timed out. (read timeout=1.0)
(2 additional frame(s) were not displayed)
...
  File ""urllib3/util/retry.py"", line 470, in increment
    raise reraise(type(error), error, _stacktrace)
  File ""urllib3/util/util.py"", line 39, in reraise
    raise value
  File ""urllib3/connectionpool.py"", line 791, in urlopen
    response = self._make_request(
  File ""urllib3/connectionpool.py"", line 539, in _make_request
    self._raise_timeout(err=e, url=url, timeout_value=read_timeout)
  File ""urllib3/connectionpool.py"", line 371, in _raise_timeout
    raise ReadTimeoutError(

ReadTimeout: SafeHTTPSConnectionPool(host='app.launchdarkly.com', port=443): Read timed out. (read timeout=1.0)
(5 additional frame(s) were not displayed)
...
  File ""sentry/tasks/sentry_apps.py"", line 417, in send_webhooks
    send_and_save_webhook_request(
  File ""sentry/utils/sentry_apps/webhooks.py"", line 34, in wrapper
    return func(sentry_app, app_platform_event, url)
  File ""sentry/utils/sentry_apps/webhooks.py"", line 126, in send_and_save_webhook_request
    response = safe_urlopen(
  File ""sentry/http.py"", line 106, in safe_urlopen
    response = session.request(
  File ""sentry/net/http.py"", line 194, in request
    response = _Session.request(self, *args, **kwargs)
```
Issue created from Copilot"
138,679a9886e0d6d6d267a0458d,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/67996,"InvalidSearchQuery: Aggregate filters (count_unique(user)) are not supported in issue searches.
Sentry Issue: [SENTRY-2MSM](https://sentry.sentry.io/issues/4977646464/?referrer=github_integration)

```
InvalidSearchQuery: Aggregate filters (count_unique(user)) are not supported in issue searches.
(9 additional frame(s) were not displayed)
...
  File ""sentry/api/issue_search.py"", line 356, in convert_query_values
    return [convert_search_filter(filter, organization) for filter in expanded_filters]
  File ""sentry/api/issue_search.py"", line 356, in <listcomp>
    return [convert_search_filter(filter, organization) for filter in expanded_filters]
  File ""sentry/api/issue_search.py"", line 283, in convert_search_filter
    children=[
  File ""sentry/api/issue_search.py"", line 284, in <listcomp>
    child if isinstance(child, str) else convert_search_filter(child, organization)
  File ""sentry/api/issue_search.py"", line 306, in convert_search_filter
    raise InvalidSearchQuery(

Failed to run comparison query
```
Issue created from Copilot"
139,679a9886e0d6d6d267a04591,issue,development environment -> continuous integration,https://github.com/getsentry/sentry/issues/67999,"InvalidSearchQuery: Aggregate filters (count_unique(user)) are not supported in issue searches.
Sentry Issue: [SENTRY-2MSM](https://sentry.sentry.io/issues/4977646464/?referrer=github_integration)

```
InvalidSearchQuery: Aggregate filters (count_unique(user)) are not supported in issue searches.
(9 additional frame(s) were not displayed)
...
  File ""sentry/api/issue_search.py"", line 356, in convert_query_values
    return [convert_search_filter(filter, organization) for filter in expanded_filters]
  File ""sentry/api/issue_search.py"", line 356, in <listcomp>
    return [convert_search_filter(filter, organization) for filter in expanded_filters]
  File ""sentry/api/issue_search.py"", line 283, in convert_search_filter
    children=[
  File ""sentry/api/issue_search.py"", line 284, in <listcomp>
    child if isinstance(child, str) else convert_search_filter(child, organization)
  File ""sentry/api/issue_search.py"", line 306, in convert_search_filter
    raise InvalidSearchQuery(

Failed to run comparison query
```
Issue created from Copilot"
140,679a9886e0d6d6d267a04593,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/68001,"Received an update for a subscription, but no associated alert rule exists
Sentry Issue: [SENTRY-Q48](https://sentry.sentry.io/issues/2382970109/?referrer=github_integration)

```
Received an update for a subscription, but no associated alert rule exists
```
Issue created from Copilot"
141,679a9886e0d6d6d267a04594,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/68002,"ValueError: Field 'id' expected a number but got ''.
Sentry Issue: [SENTRY-2SKF](https://sentry.sentry.io/issues/5022921100/?referrer=github_integration)

```
ValueError: invalid literal for int() with base 10: ''
  File ""django/db/models/fields/__init__.py"", line 2117, in get_prep_value
    return int(value)

ValueError: Field 'id' expected a number but got ''.
(13 additional frame(s) were not displayed)
...
  File ""sentry/api/base.py"", line 306, in handle_exception
    response = super().handle_exception(exc)
  File ""sentry/api/base.py"", line 439, in dispatch
    response = handler(request, *args, **kwargs)
  File ""sentry/api/endpoints/organization_projects.py"", line 122, in get
    queryset = queryset.filter(id__in=value)
  File ""sentry/db/models/fields/bounded.py"", line 74, in get_prep_value
    return super().get_prep_value(value)
```
Issue created from Copilot"
142,679a9886e0d6d6d267a045ab,issue,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/getsentry/sentry/issues/68023,"TypeError: '<' not supported between instances of 'str' and 'float'
Sentry Issue: [SENTRY-2EG2](https://sentry.sentry.io/issues/4896326679/?referrer=github_integration)

```
TypeError: '<' not supported between instances of 'str' and 'float'
(2 additional frame(s) were not displayed)
...
  File ""sentry/api/base.py"", line 306, in handle_exception
    response = super().handle_exception(exc)
  File ""sentry/api/base.py"", line 439, in dispatch
    response = handler(request, *args, **kwargs)
  File ""sentry/api/endpoints/organization_events_trace.py"", line 878, in get
    self.serialize(
  File ""sentry/api/endpoints/organization_events_trace.py"", line 1291, in serialize
    self.update_children(subtrace, limit)
  File ""sentry/api/endpoints/organization_events_trace.py"", line 1097, in update_children
    parent.children.sort(key=child_sort_key)
```
Issue created from Copilot"
143,679a9886e0d6d6d267a045ad,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/68032,"IntegrationError: Could not fetch issue create configuration from Jira.
Sentry Issue: [SENTRY-XXW](https://sentry.sentry.io/issues/3899254653/?referrer=github_integration)

```
IntegrationError: Could not fetch issue create configuration from Jira.
  File ""sentry/utils/safe.py"", line 29, in safe_execute
    result = func(*args, **kwargs)
  File ""sentry/rules/actions/integrations/create_ticket/utils.py"", line 119, in create_issue
    response = installation.create_issue(data)
  File ""sentry/integrations/jira/integration.py"", line 811, in create_issue
    raise IntegrationError(""Could not fetch issue create configuration from Jira."")

create_issue.process_error
```
Issue created from Copilot"
144,679a9886e0d6d6d267a04689,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/68354,"ValueError: Field 'id' expected a number but got ''.
Sentry Issue: [SENTRY-2SKF](https://sentry.sentry.io/issues/5022921100/?referrer=github_integration)

```
ValueError: invalid literal for int() with base 10: ''
  File ""django/db/models/fields/__init__.py"", line 2117, in get_prep_value
    return int(value)

ValueError: Field 'id' expected a number but got ''.
(13 additional frame(s) were not displayed)
...
  File ""sentry/api/base.py"", line 306, in handle_exception
    response = super().handle_exception(exc)
  File ""sentry/api/base.py"", line 439, in dispatch
    response = handler(request, *args, **kwargs)
  File ""sentry/api/endpoints/organization_projects.py"", line 122, in get
    queryset = queryset.filter(id__in=value)
  File ""sentry/db/models/fields/bounded.py"", line 74, in get_prep_value
    return super().get_prep_value(value)
```
Issue created from Copilot"
145,679aa1d1e0d6d6d267a046f5,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/68446,"ValueError: Field 'id' expected a number but got ''.
Sentry Issue: [SENTRY-2SKF](https://sentry.sentry.io/issues/5022921100/?referrer=github_integration)

```
ValueError: invalid literal for int() with base 10: ''
  File ""django/db/models/fields/__init__.py"", line 2117, in get_prep_value
    return int(value)

ValueError: Field 'id' expected a number but got ''.
(13 additional frame(s) were not displayed)
...
  File ""sentry/api/base.py"", line 306, in handle_exception
    response = super().handle_exception(exc)
  File ""sentry/api/base.py"", line 439, in dispatch
    response = handler(request, *args, **kwargs)
  File ""sentry/api/endpoints/organization_projects.py"", line 122, in get
    queryset = queryset.filter(id__in=value)
  File ""sentry/db/models/fields/bounded.py"", line 74, in get_prep_value
    return super().get_prep_value(value)
```
Issue created from Copilot"
146,679aa1d1e0d6d6d267a04766,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/68669,"AssertionError
Sentry Issue: [SENTRY-32D7](https://sentry.sentry.io/issues/5087691366/?referrer=github_integration)

```
AssertionError: 
(11 additional frame(s) were not displayed)
...
  File ""sentry/utils/metrics.py"", line 229, in inner
    return f(*args, **kwargs)
  File ""sentry/nodestore/base.py"", line 261, in set_subkeys
    self._set_bytes(item_id, bytes_data, ttl=ttl)
  File ""sentry/nodestore/bigtable/backend.py"", line 73, in _set_bytes
    self.store.set(id, data, ttl)
  File ""sentry/utils/kvstore/bigtable.py"", line 175, in set
    return self._set(key, value, ttl)
  File ""sentry/utils/kvstore/bigtable.py"", line 242, in _set
    assert len(value) <= self.max_size
```
Issue created from Copilot"
147,679aa24de0d6d6d267a04a83,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/69951,"ReadTimeout: SafeHTTPSConnectionPool(host='api.linear.app', port=443): Read timed out. (read timeout=1.0)
Sentry Issue: [SENTRY-2BBS](https://sentry.sentry.io/issues/4741829780/?referrer=github_integration)

```
TimeoutError: The read operation timed out
(3 additional frame(s) were not displayed)
...
  File ""http/client.py"", line 318, in begin
    version, status, reason = self._read_status()
  File ""http/client.py"", line 279, in _read_status
    line = str(self.fp.readline(_MAXLINE + 1), ""iso-8859-1"")
  File ""socket.py"", line 706, in readinto
    return self._sock.recv_into(b)
  File ""ssl.py"", line 1311, in recv_into
    return self.read(nbytes, buffer)
  File ""ssl.py"", line 1167, in read
    return self._sslobj.read(len, buffer)

ReadTimeoutError: SafeHTTPSConnectionPool(host='api.linear.app', port=443): Read timed out. (read timeout=1.0)
(2 additional frame(s) were not displayed)
...
  File ""urllib3/util/retry.py"", line 470, in increment
    raise reraise(type(error), error, _stacktrace)
  File ""urllib3/util/util.py"", line 39, in reraise
    raise value
  File ""urllib3/connectionpool.py"", line 791, in urlopen
    response = self._make_request(
  File ""urllib3/connectionpool.py"", line 539, in _make_request
    self._raise_timeout(err=e, url=url, timeout_value=read_timeout)
  File ""urllib3/connectionpool.py"", line 371, in _raise_timeout
    raise ReadTimeoutError(

ReadTimeout: SafeHTTPSConnectionPool(host='api.linear.app', port=443): Read timed out. (read timeout=1.0)
(4 additional frame(s) were not displayed)
...
  File ""sentry/tasks/sentry_apps.py"", line 146, in send_alert_event
    send_and_save_webhook_request(sentry_app, request_data)
  File ""sentry/utils/sentry_apps/webhooks.py"", line 34, in wrapper
    return func(sentry_app, app_platform_event, url)
  File ""sentry/utils/sentry_apps/webhooks.py"", line 126, in send_and_save_webhook_request
    response = safe_urlopen(
  File ""sentry/http.py"", line 106, in safe_urlopen
    response = session.request(
  File ""sentry/net/http.py"", line 194, in request
    response = _Session.request(self, *args, **kwargs)
```
Issue created from Copilot"
148,679aa24de0d6d6d267a04a8c,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/69968,"RateLimitExceeded: Query on could not be run due to allocation policies, details: {'ConcurrentRateLimitAllocationPol...
Sentry Issue: [SENTRY-2HRY](https://sentry.sentry.io/issues/4930477022/?referrer=github_integration)

```
RateLimitExceeded: Query on could not be run due to allocation policies, details: {'ConcurrentRateLimitAllocationPolicy': {'can_run': False, 'max_threads': 7, 'explanation': {'reason': 'concurrent policy 19 exceeds limit of 18', 'overrides': {}, 'storage_key': 'StorageKey.ERRORS_RO'}}}
(1 additional frame(s) were not displayed)
...
  File ""sentry/search/events/builder/discover.py"", line 1420, in run_query
    return raw_snql_query(self.get_snql_query(), referrer, use_cache)
  File ""sentry/utils/snuba.py"", line 852, in raw_snql_query
    return bulk_snuba_queries([request], referrer, use_cache)[0]
  File ""sentry/utils/snuba.py"", line 887, in bulk_snuba_queries
    return _apply_cache_and_build_results(params, referrer=referrer, use_cache=use_cache)
  File ""sentry/utils/snuba.py"", line 950, in _apply_cache_and_build_results
    query_results = _bulk_snuba_query([item[1] for item in to_query], headers)
  File ""sentry/utils/snuba.py"", line 1030, in _bulk_snuba_query
    raise RateLimitExceeded(error[""message""])

Failed to run comparison query
```
Issue created from Copilot"
149,679aa2eae0d6d6d267a04b79,issue,process -> automating commit/issue/PR creation,https://github.com/getsentry/sentry/issues/70400,"ValueError: Field 'id' expected a number but got ''.
Sentry Issue: [SENTRY-2SKF](https://sentry.sentry.io/issues/5022921100/?referrer=github_integration)

```
ValueError: invalid literal for int() with base 10: ''
  File ""django/db/models/fields/__init__.py"", line 2117, in get_prep_value
    return int(value)

ValueError: Field 'id' expected a number but got ''.
(13 additional frame(s) were not displayed)
...
  File ""sentry/api/base.py"", line 306, in handle_exception
    response = super().handle_exception(exc)
  File ""sentry/api/base.py"", line 439, in dispatch
    response = handler(request, *args, **kwargs)
  File ""sentry/api/endpoints/organization_projects.py"", line 122, in get
    queryset = queryset.filter(id__in=value)
  File ""sentry/db/models/fields/bounded.py"", line 74, in get_prep_value
    return super().get_prep_value(value)
```
Issue created from Copilot"
