,id,category,labels,link
184,679b3f3dcbe8284d7a72da24,issue,learning -> how to use a library/framework/tool,https://github.com/pgadmin-org/pgadmin4/issues/7673
185,679b3fbfcbe8284d7a72da79,issue,learning -> how to use a library/framework/tool -> generating code examples,https://github.com/simonbengtsson/jsPDF-AutoTable/issues/1062
186,679b3fbfcbe8284d7a72daae,issue,documentation -> generating api specification,https://github.com/oblitum/Interception/issues/189
187,679b4a5dcbe8284d7a72dfaf,issue,software quality -> fixing -> functional bugs,https://github.com/epwalsh/obsidian.nvim/issues/663
188,679b4a5dcbe8284d7a72e0bf,issue,learning -> how to use a library/framework/tool,https://github.com/koekeishiya/yabai/issues/2365
189,679b4ad8cbe8284d7a72e16d,issue,software quality -> testing -> generating test data,https://github.com/az-digital/az_quickstart/issues/3576
190,679b4ad8cbe8284d7a72e18d,issue,development environment -> setting/implementing a new configuration file,https://github.com/premake/premake-core/issues/2231
191,679b4b52cbe8284d7a72e3f7,issue,generating/manipulating data,https://github.com/need4swede/Portall/issues/26
192,679b4cc8cbe8284d7a72e99b,issue,software quality -> fixing -> supporting debugging -> writing code to reproduce a bug,https://github.com/AdguardTeam/AdguardBrowserExtension/issues/2912
193,679b4cc8cbe8284d7a72e9e7,issue,software quality -> fixing -> functional bugs,https://github.com/confluentinc/librdkafka/issues/4830
194,679b5897cbe8284d7a72f3f4,issue,learning -> how to use a library/framework/tool,https://github.com/nikitabobko/AeroSpace/issues/520
195,679b5897cbe8284d7a72f446,issue,software quality -> fixing -> supporting debugging,https://github.com/AnasAito/SkillNER/issues/78
196,679b592ccbe8284d7a72f5aa,issue,software quality -> fixing -> supporting debugging,https://github.com/thebrumby/HotWalletClaimer/issues/240
197,679b592ccbe8284d7a72f64f,issue,learning -> how to use a library/framework/tool,https://github.com/389ds/389-ds-base/issues/6344
198,679b592ccbe8284d7a72f745,issue,software quality -> fixing -> supporting debugging,https://github.com/jamezmca/broodl/issues/3
199,679b592ccbe8284d7a72f749,issue,learning -> how to use a library/framework/tool,https://github.com/metavoiceio/metavoice-src/issues/196
200,679b59c7cbe8284d7a72f80d,issue,process -> automating commit/issue/PR creation -> creating commit/issue/PR description -> motivating the need for a proposed change,https://github.com/hasanharman/form-builder/issues/2
201,679b59c7cbe8284d7a72f94a,issue,process -> automating commit/issue/pr creation -> translating commit/issue/pr description,https://github.com/CorgiTaco/Enhanced-Celestials/issues/220
202,679b59c7cbe8284d7a72f97b,issue,software quality -> fixing,https://github.com/comfyanonymous/ComfyUI/issues/5129
203,679b59c7cbe8284d7a72f9e8,issue,software quality -> fixing -> functional bugs,https://github.com/martabal/qbittorrent-exporter/issues/77
204,679b5b14cbe8284d7a72fe97,issue,development environment -> continuous integration -> generating/updating docker container,https://github.com/meshtastic/network-management-client/issues/472
205,679b5ba1cbe8284d7a73005e,issue,generating/manipulating data -> ui translations,https://github.com/writingtool-org/writingtool/issues/10
206,679b5ba1cbe8284d7a7300e2,issue,learning->brainstorming,https://github.com/dome272/Diffusion-Models-pytorch/issues/45
207,679b5ba1cbe8284d7a7301b0,issue,software quality -> fixing -> supporting debugging -> writing code to reproduce a bug,https://github.com/ProjectEvergreen/wcc/issues/170
208,679b5c36cbe8284d7a730307,issue,software quality -> fixing -> functional bugs,https://github.com/godotjs/GodotJS/issues/14
209,679b5c36cbe8284d7a730439,issue,feature implementation/enhancement -> feature enhancement,https://github.com/voidtrance/voron-klipper-extensions/issues/15
210,679b666ecbe8284d7a7305b0,issue,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/microsoft/vscode-js-debug/issues/2118
211,679b666ecbe8284d7a7306e2,issue,software quality -> fixing -> functional bugs,https://github.com/ProjectSidewalk/SidewalkWebpage/issues/3714
212,679b666ecbe8284d7a73073e,issue,"feature implementation/enhancement -> feature enhancement,feature implementation/enhancement -> prototyping",https://github.com/zyedidia/micro/issues/3529
213,679b666ecbe8284d7a730789,issue,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/cornellh4i/ithaca-recovery/issues/79
214,679b66f0cbe8284d7a730807,issue,learning -> program comprehension -> formatting logs for better readability,https://github.com/freelawproject/courtlistener/issues/4646
215,679b66f0cbe8284d7a730862,issue,learning -> program comprehension,https://github.com/matteo-convertino/otpmanager-app/issues/57
216,679b66f0cbe8284d7a73087b,issue,generating/manipulating data,https://github.com/languagetool-org/languagetool/issues/10994
217,679b66f0cbe8284d7a730949,issue,software quality -> fixing -> supporting debugging -> writing code to reproduce a bug,https://github.com/arkivanov/Decompose/issues/807
218,679b66f0cbe8284d7a7309bb,issue,feature implementation/enhancement -> prototyping -> implementing proof of concept,https://github.com/tokenami/tokenami/issues/380
219,679b6789cbe8284d7a730a32,issue,feature implementation/enhancement -> scripting,https://github.com/Letaryat/poor-sharptimer/issues/93
220,679b6789cbe8284d7a730b5d,issue,feature implementation/enhancement -> feature enhancement,https://github.com/perazz/fortran-lapack/issues/65
221,679b6789cbe8284d7a730bc5,issue,"process -> automating commit/issue/PR creation -> creating commit/issue/PR description,process -> automating commit/issue/PR creation -> creating commit/issue/PR description -> motivating the need for a proposed change",https://github.com/Blueforcer/awtrix3/issues/629
222,679b682dcbe8284d7a730d96,issue,learning -> how to use a library/framework/tool,https://github.com/sibprogrammer/xq/issues/108
223,679b682dcbe8284d7a730e12,issue,software quality -> fixing -> functional bugs,https://github.com/ReVanced/revanced-patches/issues/3945
224,679b682dcbe8284d7a730e79,issue,development environment -> setting/implementing a new configuration file,https://github.com/serverpod/serverpod/issues/2972
225,679b68b7cbe8284d7a731027,issue,learning -> how to use a library/framework/tool,https://github.com/Jugran/lyrics-in-terminal/issues/46
226,679b68b7cbe8284d7a731035,issue,software quality -> fixing -> supporting debugging,https://github.com/rmcelreath/rethinking/issues/449
227,679b68b7cbe8284d7a731170,issue,development environment -> setting/implementing a new configuration file,https://github.com/OfficialIncubo/BeatDrop-Music-Visualizer/issues/30
228,679b6942cbe8284d7a7312f6,issue,"software quality -> fixing -> functional bugs,software quality -> fixing -> supporting debugging",https://github.com/NotePlan/plugins/issues/603
229,679b69d6cbe8284d7a7314e3,issue,software quality -> fixing -> supporting debugging,https://github.com/DyogenIBENS/Agora/issues/43
230,679b69d6cbe8284d7a73151e,issue,software quality -> fixing -> supporting debugging,https://github.com/tasgon/observable/issues/101
231,679b69d6cbe8284d7a731551,issue,software quality -> fixing -> supporting debugging,https://github.com/dotnet/aspnetcore/issues/59371
232,679b6a5fcbe8284d7a731779,issue,documentation -> generating release note,https://github.com/commons-app/apps-android-commons/issues/6025
233,679b6a5fcbe8284d7a731798,issue,software quality -> testing -> generating test data,https://github.com/ta4j/ta4j/issues/1240
234,679b6a5fcbe8284d7a731828,issue,learning -> how to use a library/framework/tool -> generating code examples,https://github.com/chrome-php/chrome/issues/671
235,679b7493cbe8284d7a731b38,issue,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/fluentform/fluentform/issues/506
236,679b757dcbe8284d7a731dad,issue,process -> automating commit/issue/pr creation -> translating commit/issue/pr description,https://github.com/mrcanelas/tmdb-addon/issues/48
237,679b757dcbe8284d7a731f37,issue,software quality -> fixing -> functional bugs,https://github.com/tensorflow/tensorflow/issues/84104
238,679b757dcbe8284d7a731f96,issue,software quality -> fixing -> functional bugs,https://github.com/raspiblitz/raspiblitz/issues/4916
239,679b757dcbe8284d7a731f9b,issue,software quality -> fixing -> supporting debugging,https://github.com/FrescoLogic/FL2000/issues/99
240,679b760ecbe8284d7a731fcd,issue,learning -> how to use a library/framework/tool,https://github.com/FelixHenninger/lab.js/issues/253
241,679b760ecbe8284d7a73206d,issue,"feature implementation/enhancement -> prototyping,software quality -> refactoring",https://github.com/onyx-dot-app/onyx/issues/3616
242,679b760ecbe8284d7a7321ea,issue,feature implementation/enhancement -> migrating/reusing code,https://github.com/ukushu/TextProgressBar/issues/3
243,679b769ccbe8284d7a732232,issue,software quality -> fixing -> functional bugs,https://github.com/unchihugo/FluentFlyout/issues/47
244,679b769ccbe8284d7a732250,issue,learning -> how to use a library/framework/tool,https://github.com/home-assistant/core/issues/135369
245,679b769ccbe8284d7a7322c1,issue,software quality -> fixing -> supporting debugging,https://github.com/google-deepmind/mujoco/issues/2352
246,679b769ccbe8284d7a7323e9,issue,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/Pirate-Weather/pirate-weather-code/issues/52
247,679b769ccbe8284d7a732468,issue,learning -> how to use a library/framework/tool,https://github.com/JsMacros/JsMacros/issues/181
248,679b7729cbe8284d7a73255e,issue,"software quality -> fixing -> performance-related,software quality -> fixing -> supporting debugging",https://github.com/s9y/Serendipity/issues/860
249,679b77b8cbe8284d7a73274a,issue,software quality -> fixing -> supporting debugging,https://github.com/Epic-Fight/epicfightmod/issues/1906
250,679b77b8cbe8284d7a7327c2,issue,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/YouTube-Enhancer/extension/issues/759
251,679b77b8cbe8284d7a732860,issue,"software quality -> fixing -> functional bugs,software quality -> fixing -> supporting debugging",https://github.com/exo-explore/exo/issues/639
252,679b77b8cbe8284d7a73289a,issue,software quality -> fixing -> functional bugs,https://github.com/twopirllc/pandas-ta/issues/880
253,679b77b8cbe8284d7a732958,issue,software quality -> fixing -> supporting debugging,https://github.com/mikeizbicki/cmc-csci143/issues/588
254,679a78f224d155be01f00451,pull-request,naming,https://github.com/seed-hypermedia/mintter/pull/1298
255,679a7a6a24d155be01f00a2a,pull-request,learning -> program comprehension -> getting familiar with the codebase,https://github.com/opentypejs/opentype.js/pull/572
256,679a7a6a24d155be01f00a93,pull-request,feature implementation/enhancement -> scripting,https://github.com/zorn/franklin/pull/151
257,679a7b1024d155be01f00b24,pull-request,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/RIOT-OS/RIOT/pull/19332
258,679a877224d155be01f018fb,pull-request,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/yv989c/ChartsForBenchmarkDotNet/pull/3
259,679a877224d155be01f01946,pull-request,development environment -> continuous integration -> integrating ChatGPT reviewing in CI,https://github.com/iotexproject/iotex-core/pull/3829
260,679a877224d155be01f0194b,pull-request,development environment -> continuous integration -> integrating ChatGPT reviewing in CI,https://github.com/iotexproject/iotex-core/pull/3833
261,679a886424d155be01f01a5e,pull-request,software quality -> code review,https://github.com/iotexproject/iotex-core/pull/3837
262,679a886424d155be01f01b70,pull-request,"documentation -> generating readme,documentation -> generating user guide",https://github.com/tatsu-lab/stanford_alpaca/pull/160
263,679a8ac024d155be01f0262d,pull-request,development environment -> continuous integration -> integrating ChatGPT reviewing in CI,https://github.com/ravilushqa/gpt-pullrequest-updater/pull/1
264,679a947324d155be01f0270a,pull-request,documentation -> improving writing,https://github.com/ringsaturn/tzf/pull/116
265,679a947324d155be01f02757,pull-request,documentation,https://github.com/supercollider/supercollider/pull/6015
266,679a947324d155be01f028cd,pull-request,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/Flipnote-Collective/kwz-parser/pull/10
267,679a96e824d155be01f031d3,pull-request,documentation -> generating readme,https://github.com/osism/k8s-capi-images/pull/185
268,679a96e824d155be01f03224,pull-request,development environment -> continuous integration -> integrating ChatGPT reviewing in CI,https://github.com/taikoxyz/taiko-mono/pull/13786
269,679a977b24d155be01f03377,pull-request,feature implementation/enhancement -> implementing a new feature,https://github.com/enviodev/docs/pull/11
270,679a977b24d155be01f034a4,pull-request,learning -> how to use a library/framework/tool,https://github.com/WordPress/gutenberg/pull/51011
271,679a981124d155be01f03618,pull-request,software quality -> fixing,https://github.com/envoyproxy/gateway/pull/1467
272,679aa25424d155be01f03a70,pull-request,feature implementation/enhancement -> feature enhancement,https://github.com/Mapsui/Mapsui/pull/2058
273,679aa2e124d155be01f03c2a,pull-request,feature implementation/enhancement -> feature enhancement,https://github.com/DontShaveTheYak/cloud-radar/pull/238
274,679aa36124d155be01f03e4d,pull-request,documentation -> generating code comments,https://github.com/mem0ai/mem0/pull/43
275,679aa36124d155be01f03edd,pull-request,software quality -> fixing -> supporting debugging,https://github.com/WiFiBeat/WiFiBeat/pull/5
276,679aa36124d155be01f03f83,pull-request,generating/manipulating data -> ui translations,https://github.com/RobotsBuildingEducation/RobotsBuildingEducation/pull/16
277,679aa36124d155be01f03f8c,pull-request,feature implementation/enhancement -> implementing a new feature,https://github.com/ForumMagnum/ForumMagnum/pull/7491
278,679aa36124d155be01f03ff2,pull-request,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/Simon-Initiative/oli-torus/pull/3796
279,679aa55224d155be01f045f3,pull-request,development environment -> continuous integration -> implementing/fixing jobs/actions,https://github.com/PlasmaPy/PlasmaPy/pull/2249
280,679aa64124d155be01f0498c,pull-request,naming,https://github.com/flux-framework/flux-core/pull/5360
281,679aa64124d155be01f04abd,pull-request,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/ArtBlocks/artbot/pull/559
282,679ab02d24d155be01f04b77,pull-request,feature implementation/enhancement -> implementing a new feature,https://github.com/Vencord/Installer/pull/88
283,679ab02d24d155be01f04d06,pull-request,software quality -> refactoring,https://github.com/internetarchive/bookreader/pull/1210
284,679ab0eb24d155be01f04f08,pull-request,"documentation -> generating code comments,software quality -> code review",https://github.com/cumc/xqtl-protocol/pull/621
285,679ab0eb24d155be01f0508e,pull-request,learning->brainstorming,https://github.com/gallery-so/gallery/pull/1833
286,679ab0eb24d155be01f05160,pull-request,software quality -> testing -> generating tests,https://github.com/mongodb/chatbot/pull/113
287,679ab1b224d155be01f05369,pull-request,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/StampyAI/stampy-ui/pull/313
288,679ab27624d155be01f055bd,pull-request,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/antfu/eslint-config/pull/246
289,679ab35e24d155be01f05929,pull-request,feature implementation/enhancement -> scripting,https://github.com/lwindolf/multi-status/pull/5
290,679ab35e24d155be01f05953,pull-request,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/cvzi/Youtube-Genius-Lyrics-userscript/pull/60
291,679ab35e24d155be01f05b5a,pull-request,feature implementation/enhancement -> scripting,https://github.com/Satellite-im/Uplink/pull/1290
292,679abe2624d155be01f05f81,pull-request,software quality -> refactoring,https://github.com/alkem-io/server/pull/3350
293,679abe2624d155be01f0615b,pull-request,process -> automating commit/issue/PR creation -> creating commit/issue/PR description -> motivating the need for a proposed change,https://github.com/achievements-app/psn-api/pull/151
294,679abffc24d155be01f06706,pull-request,documentation -> generating api specification,https://github.com/hezarai/hezar/pull/124
295,679abffc24d155be01f067d9,pull-request,naming,https://github.com/swup/swup/pull/836
296,679ac0de24d155be01f06b95,pull-request,software quality -> fixing -> performance-related,https://github.com/ZephyrProtocol/zephyr/pull/13
297,679ac1a124d155be01f06d5b,pull-request,feature implementation/enhancement -> prototyping -> generate color palette,https://github.com/ethdebug/format/pull/44
298,679ac1a124d155be01f06e5a,pull-request,development environment -> continuous integration -> implementing/fixing jobs/actions,https://github.com/loculus-project/loculus/pull/655
299,679ac22d24d155be01f07139,pull-request,feature implementation/enhancement -> implementing a new feature,https://github.com/enesky/Doodle/pull/69
300,679ac22d24d155be01f07158,pull-request,documentation -> generating readme,https://github.com/SSWConsulting/SSW.Rules.Content/pull/7651
301,679accb324d155be01f07484,pull-request,feature implementation/enhancement -> feature enhancement -> upgrade to latest version of a library,https://github.com/librenms/librenms/pull/15736
302,679accb324d155be01f07657,pull-request,generating/manipulating data,https://github.com/0x2447196/raypeatarchive/pull/10
303,679acd8e24d155be01f077e2,pull-request,feature implementation/enhancement -> feature enhancement,https://github.com/statamic/cms/pull/9408
304,679acd8e24d155be01f079b1,pull-request,software quality -> fixing -> supporting debugging,https://github.com/DefinitelyTyped/DefinitelyTyped/pull/68435
305,679acd8e24d155be01f079fd,pull-request,documentation -> generating api specification,https://github.com/Xetera/ghost-cursor/pull/116
306,679ace5424d155be01f07c3c,pull-request,"documentation -> generating readme,documentation -> improving writing",https://github.com/holoviz/holoviz/pull/393
307,679ad03324d155be01f082e9,pull-request,"development environment -> continuous integration -> implementing/fixing jobs/actions,feature implementation/enhancement -> scripting",https://github.com/bahrmichael/factorio-tycoon/pull/272
308,679ad03324d155be01f08512,pull-request,development environment -> continuous integration -> implementing/fixing jobs/actions,https://github.com/segmentio/backo-go/pull/11
309,679adc8d24d155be01f08ef8,pull-request,generating/manipulating data,https://github.com/flytegg/ls-discord-bot/pull/243
310,679adc8d24d155be01f09014,pull-request,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/supercollider/supercollider/pull/6272
311,679adc8d24d155be01f090d6,pull-request,software quality -> fixing -> performance-related,https://github.com/chaiNNer-org/chaiNNer/pull/2822
312,679ade3f24d155be01f09724,pull-request,learning -> how to use a library/framework/tool,https://github.com/pytorch/test-infra/pull/5237
313,679adf2424d155be01f09c20,pull-request,"software quality -> fixing -> functional bugs,software quality -> fixing -> supporting debugging",https://github.com/JimmXinu/EpubSplit/pull/12
314,679ae92e24d155be01f09e53,pull-request,software quality -> refactoring,https://github.com/neozhu/CleanArchitectureWithBlazorServer/pull/696
315,679ae92e24d155be01f09f08,pull-request,generating/manipulating data -> ui translations,https://github.com/gizmore/gwf3/pull/125
316,679ae92e24d155be01f09fba,pull-request,learning -> how to use a library/framework/tool -> database querying,https://github.com/BrianHicks/tree-grepper/pull/490
317,679ae9f224d155be01f0a099,pull-request,software quality -> code review -> spotting bugs,https://github.com/software-mansion/react-native-reanimated/pull/6160
318,679ae9f224d155be01f0a0ba,pull-request,"documentation -> generating api specification,documentation -> generating code comments,documentation -> improving writing",https://github.com/gicait/geoserver-rest/pull/155
319,679ae9f224d155be01f0a177,pull-request,documentation -> improving writing,https://github.com/Mapsui/Mapsui/pull/2695
320,679aeb8f24d155be01f0a8b4,pull-request,feature implementation/enhancement -> feature enhancement -> user experience -> gui-related improvements,https://github.com/DataTalksClub/course-management-platform/pull/59
321,679aec6e24d155be01f0aa0f,pull-request,software quality -> refactoring,https://github.com/serlo/api.serlo.org/pull/1702
322,679aec6e24d155be01f0aade,pull-request,software quality -> testing -> generating tests,https://github.com/endatix/endatix/pull/44
323,679aec6e24d155be01f0ab3b,pull-request,documentation -> improving writing,https://github.com/kirillzyusko/react-native-keyboard-controller/pull/533
324,679af71024d155be01f0b0a4,pull-request,feature implementation/enhancement -> implementing a new feature,https://github.com/tidy-finance/r-tidyfinance/pull/96
325,679af86b24d155be01f0b4f6,pull-request,feature implementation/enhancement -> migrating/reusing via programming language translation,https://github.com/apalache-mc/apalache/pull/2980
326,679afa0424d155be01f0bcce,pull-request,software quality -> refactoring,https://github.com/ReliaQualAssociates/ramstk/pull/1404
327,679afa0424d155be01f0bd2c,pull-request,software quality -> fixing -> functional bugs,https://github.com/Kong/KongAir/pull/136
328,679afa0424d155be01f0bdfa,pull-request,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/PrairieLearn/PrairieLearn/pull/10759
329,679afa0424d155be01f0be30,pull-request,documentation -> internationalization support,https://github.com/once-ui-system/magic-portfolio/pull/1
330,679afb3624d155be01f0c12b,pull-request,generating/manipulating data -> ui translations,https://github.com/garagepoort/StaffPlusPlus/pull/249
331,679afb3624d155be01f0c261,pull-request,software quality -> code review,https://github.com/Kong/kong/pull/13752
332,679b04e824d155be01f0c419,pull-request,feature implementation/enhancement -> finding an api for a given task,https://github.com/cloudprober/cloudprober/pull/899
333,679b04e824d155be01f0c480,pull-request,"development environment,feature implementation/enhancement -> implementing a new feature",https://github.com/CleverRaven/Cataclysm-DDA/pull/77212
334,679b069024d155be01f0cb36,pull-request,process -> automating commit/issue/PR creation -> creating commit/issue/PR description,https://github.com/monkeytypegame/monkeytype/pull/6018
335,679b069024d155be01f0cb38,pull-request,software quality -> optimization,https://github.com/ItzCrazyKns/Perplexica/pull/453
336,679b073324d155be01f0ce21,pull-request,documentation -> generating readme,https://github.com/cargo-public-api/cargo-public-api/pull/654
337,679b07ef24d155be01f0cee3,pull-request,"documentation -> generating readme,documentation -> improving writing",https://github.com/jkunczik/home-assistant-omada/pull/57
338,679b07ef24d155be01f0cf9c,pull-request,feature implementation/enhancement -> feature enhancement -> user experience -> internationalization support,https://github.com/tauri-apps/tauri/pull/11727
339,679b13c024d155be01f0da85,pull-request,software quality -> fixing -> supporting debugging,https://github.com/oslabs-beta/CacheIQL/pull/14
340,679b152824d155be01f0dffb,pull-request,documentation -> internationalization support,https://github.com/luxdotdev/parsertime/pull/57
341,679b152824d155be01f0e01f,pull-request,software quality -> fixing -> functional bugs,https://github.com/YunoHost-Apps/friendica_ynh/pull/149
342,679b152824d155be01f0e0df,pull-request,feature implementation/enhancement -> implementing a new feature,https://github.com/cyberbotics/webots_ros2/pull/1024
